PerformanceDate,FundID,ReturnPct,BenchmarkReturnPct
2022-04-17,5566,3.53,-1.65
2024-12-31,4358,3.53,-1.65
2023-11-21,1212,3.53,-1.65
2022-08-12,2032,3.53,-1.65
2024-11-03,4245,3.53,-1.65
2024-09-02,329,3.53,-1.65
2024-10-15,765,3.53,-1.65
2023-11-05,3645,3.53,-1.65
2024-07-27,1850,3.53,-1.65
2022-05-01,273,3.53,-1.65
2024-04-29,3304,3.53,-1.65
2023-11-06,4232,3.53,-1.65
2023-04-18,4547,3.53,-1.65
2022-06-30,4732,3.53,-1.65
2022-05-22,6280,3.53,-1.65
2022-03-08,4705,3.53,-1.65
2022-03-27,3458,3.53,-1.65
2023-12-13,5219,3.53,-1.65
2024-06-06,1095,3.53,-1.65
2024-03-16,1109,3.53,-1.65
2022-12-15,5795,3.53,-1.65
2022-04-15,3326,3.53,-1.65
2024-11-08,2661,3.53,-1.65
2023-01-14,3312,3.53,-1.65
2022-09-19,459,3.53,-1.65
2022-02-13,3748,3.53,-1.65
2023-05-28,2167,3.53,-1.65
2022-08-13,846,3.53,-1.65
2024-05-25,2947,3.53,-1.65
2023-12-21,6175,3.53,-1.65
2022-06-28,6477,3.53,-1.65
2022-01-29,3378,3.53,-1.65
2022-03-21,1659,3.53,-1.65
2023-06-12,5811,3.53,-1.65
2024-06-12,5621,3.53,-1.65
2023-03-06,4260,3.53,-1.65
2024-01-18,3214,3.53,-1.65
2024-12-02,2294,3.53,-1.65
2023-07-02,5479,3.53,-1.65
2023-06-11,4315,3.53,-1.65
2024-03-24,4257,3.53,-1.65
2022-02-07,2486,3.53,-1.65
2023-10-23,4902,3.53,-1.65
2023-09-22,2755,3.53,-1.65
2023-04-18,3483,3.53,-1.65
2024-05-22,4196,3.53,-1.65
2024-11-07,3104,3.53,-1.65
2023-05-31,5263,3.53,-1.65
2022-05-31,5356,3.53,-1.65
2022-06-07,4953,3.53,-1.65
2022-08-11,936,3.53,-1.65
2022-04-23,5632,3.53,-1.65
2022-06-23,4911,3.53,-1.65
2022-02-07,318,3.53,-1.65
2024-03-12,3594,3.53,-1.65
2023-08-16,1841,3.53,-1.65
2022-02-27,4350,3.53,-1.65
2022-10-27,3920,3.53,-1.65
2023-06-29,3176,3.53,-1.65
2022-09-08,5306,3.53,-1.65
2023-08-02,699,3.53,-1.65
2024-09-16,2910,3.53,-1.65
2024-08-10,6290,3.53,-1.65
2023-04-18,61,3.53,-1.65
2023-01-03,347,3.53,-1.65
2022-01-09,1133,3.53,-1.65
2024-02-09,2460,3.53,-1.65
2024-07-30,672,3.53,-1.65
2023-03-01,3126,3.53,-1.65
2023-04-15,5847,3.53,-1.65
2023-10-25,4867,3.53,-1.65
2024-03-08,5251,3.53,-1.65
2022-07-07,3539,3.53,-1.65
2022-11-08,6122,3.53,-1.65
2023-05-09,6119,3.53,-1.65
2022-09-19,2769,3.53,-1.65
2024-02-27,1696,3.53,-1.65
2022-12-07,4575,3.53,-1.65
2023-05-09,4462,3.53,-1.65
2022-03-06,953,3.53,-1.65
2023-09-11,633,3.53,-1.65
2023-09-18,3665,3.53,-1.65
2024-09-05,2299,3.53,-1.65
2023-01-22,528,3.53,-1.65
2024-11-04,2792,3.53,-1.65
2022-07-01,720,3.53,-1.65
2023-11-19,6486,3.53,-1.65
2024-11-07,1995,3.53,-1.65
2024-01-04,4145,3.53,-1.65
2022-01-10,2787,3.53,-1.65
2022-07-10,709,3.53,-1.65
2024-01-01,3967,3.53,-1.65
2023-12-21,1516,3.53,-1.65
2023-01-29,2183,3.53,-1.65
2023-09-25,5529,3.53,-1.65
2023-11-14,4450,3.53,-1.65
2023-10-02,499,3.53,-1.65
2024-08-09,664,3.53,-1.65
2022-10-22,2354,3.53,-1.65
2024-06-08,5251,3.53,-1.65
2023-07-07,4931,3.53,-1.65
2024-10-05,1059,3.53,-1.65
2022-09-17,5924,3.53,-1.65
2022-06-11,1529,3.53,-1.65
2022-10-05,3564,3.53,-1.65
2024-04-22,3830,3.53,-1.65
2022-04-08,4852,3.53,-1.65
2023-08-17,4719,3.53,-1.65
2023-03-01,2355,3.53,-1.65
2024-02-17,4023,3.53,-1.65
2024-08-24,4247,3.53,-1.65
2024-05-13,4517,3.53,-1.65
2024-07-10,2643,3.53,-1.65
2023-06-24,3030,3.53,-1.65
2023-01-31,3251,3.53,-1.65
2022-04-25,5388,3.53,-1.65
2024-10-15,5037,3.53,-1.65
2022-01-29,110,3.53,-1.65
2023-11-25,463,3.53,-1.65
2022-06-17,844,3.53,-1.65
2022-03-28,461,3.53,-1.65
2023-10-27,5555,3.53,-1.65
2024-10-27,6308,3.53,-1.65
2024-01-16,2041,3.53,-1.65
2023-03-18,2840,3.53,-1.65
2024-01-04,5630,3.53,-1.65
2022-03-11,2198,3.53,-1.65
2023-08-30,357,3.53,-1.65
2022-11-24,3917,3.53,-1.65
2023-12-14,1355,3.53,-1.65
2022-02-21,1728,3.53,-1.65
2023-06-27,3377,3.53,-1.65
2022-10-29,3743,3.53,-1.65
2024-10-07,6264,3.53,-1.65
2024-07-30,4838,3.53,-1.65
2022-08-18,6251,3.53,-1.65
2022-01-29,1979,3.53,-1.65
2023-12-21,5796,3.53,-1.65
2024-05-18,851,3.53,-1.65
2024-04-19,3170,3.53,-1.65
2024-09-04,2777,3.53,-1.65
2023-05-30,187,3.53,-1.65
2023-08-07,2647,3.53,-1.65
2023-03-12,3530,3.53,-1.65
2022-02-06,401,3.53,-1.65
2023-08-11,3163,3.53,-1.65
2023-02-06,967,3.53,-1.65
2022-04-24,5084,3.53,-1.65
2023-12-23,4471,3.53,-1.65
2024-05-17,3697,3.53,-1.65
2024-02-25,5179,3.53,-1.65
2024-04-16,2702,3.53,-1.65
2024-08-14,5135,3.53,-1.65
2022-06-18,4953,3.53,-1.65
2024-04-12,409,3.53,-1.65
2024-01-19,5198,3.53,-1.65
2023-12-19,1962,3.53,-1.65
2023-11-20,2797,3.53,-1.65
2023-07-13,5769,3.53,-1.65
2024-06-19,2321,3.53,-1.65
2024-04-17,1183,3.53,-1.65
2023-04-10,5537,3.53,-1.65
2022-11-27,3406,3.53,-1.65
2023-06-26,1145,3.53,-1.65
2022-05-23,806,3.53,-1.65
2023-10-16,6298,3.53,-1.65
2023-09-16,2016,3.53,-1.65
2024-06-27,3640,3.53,-1.65
2023-07-15,4243,3.53,-1.65
2023-03-16,407,3.53,-1.65
2024-03-19,4477,3.53,-1.65
2023-01-17,1714,3.53,-1.65
2024-02-04,3098,3.53,-1.65
2024-11-12,1642,3.53,-1.65
2022-07-08,1739,3.53,-1.65
2023-06-11,3661,3.53,-1.65
2023-05-28,5297,3.53,-1.65
2022-07-29,5783,3.53,-1.65
2023-04-02,3939,3.53,-1.65
2023-07-16,1630,3.53,-1.65
2022-11-29,4531,3.53,-1.65
2024-11-03,2599,3.53,-1.65
2023-06-22,1039,3.53,-1.65
2023-04-25,4803,3.53,-1.65
2024-06-17,1608,3.53,-1.65
2023-02-06,5930,3.53,-1.65
2023-04-14,4980,3.53,-1.65
2022-10-25,2096,3.53,-1.65
2023-12-04,2735,3.53,-1.65
2023-06-28,2606,3.53,-1.65
2023-12-26,554,3.53,-1.65
2024-06-17,2342,3.53,-1.65
2024-10-13,2225,3.53,-1.65
2024-10-21,630,3.53,-1.65
2022-08-25,455,3.53,-1.65
2022-11-20,5975,3.53,-1.65
2024-04-05,3638,3.53,-1.65
2022-08-07,2353,3.53,-1.65
2022-07-02,1251,3.53,-1.65
2024-10-09,5109,3.53,-1.65
2022-08-22,1283,3.53,-1.65
2023-08-03,3147,3.53,-1.65
2023-10-14,84,3.53,-1.65
2022-04-05,889,3.53,-1.65
2023-12-18,4909,3.53,-1.65
2024-07-18,6434,3.53,-1.65
2024-01-07,426,3.53,-1.65
2024-01-28,4181,3.53,-1.65
2023-03-06,2547,3.53,-1.65
2022-06-07,5713,3.53,-1.65
2024-07-31,5214,3.53,-1.65
2024-07-30,3152,3.53,-1.65
2024-10-27,2212,3.53,-1.65
2022-07-28,2238,3.53,-1.65
2023-06-05,6408,3.53,-1.65
2022-05-12,2456,3.53,-1.65
2024-11-27,1113,3.53,-1.65
2024-07-12,1801,3.53,-1.65
2023-03-29,3094,3.53,-1.65
2024-01-27,1273,3.53,-1.65
2022-09-15,679,3.53,-1.65
2024-02-18,3232,3.53,-1.65
2022-06-07,3241,3.53,-1.65
2022-06-21,2761,3.53,-1.65
2024-05-08,6190,3.53,-1.65
2024-11-04,98,3.53,-1.65
2023-12-29,2067,3.53,-1.65
2022-07-01,6293,3.53,-1.65
2023-10-30,5992,3.53,-1.65
2024-07-06,4251,3.53,-1.65
2024-08-13,3675,3.53,-1.65
2022-09-08,1110,3.53,-1.65
2022-09-22,4741,3.53,-1.65
2022-06-20,3595,3.53,-1.65
2024-11-11,681,3.53,-1.65
2023-05-26,1364,3.53,-1.65
2022-05-01,3198,3.53,-1.65
2024-08-23,3204,3.53,-1.65
2022-12-09,4305,3.53,-1.65
2022-04-17,432,3.53,-1.65
2024-02-26,6172,3.53,-1.65
2022-06-19,394,3.53,-1.65
2023-10-26,2571,3.53,-1.65
2024-10-30,129,3.53,-1.65
2024-09-19,5110,3.53,-1.65
2023-04-11,1186,3.53,-1.65
2023-03-05,3169,3.53,-1.65
2023-09-13,3618,3.53,-1.65
2022-01-25,2104,3.53,-1.65
2023-05-26,4158,3.53,-1.65
2023-03-23,3328,3.53,-1.65
2024-08-17,2897,3.53,-1.65
2022-02-04,1641,3.53,-1.65
2023-02-01,4644,3.53,-1.65
2024-05-04,2844,3.53,-1.65
2022-09-01,2960,3.53,-1.65
2022-11-08,3536,3.53,-1.65
2024-03-24,6266,3.53,-1.65
2024-05-28,5242,3.53,-1.65
2022-12-09,6300,3.53,-1.65
2024-12-29,6123,3.53,-1.65
2023-07-29,5036,3.53,-1.65
2022-01-29,4866,3.53,-1.65
2023-09-23,3984,3.53,-1.65
2024-06-23,4273,3.53,-1.65
2022-10-07,5715,3.53,-1.65
2022-09-29,1129,3.53,-1.65
2022-07-18,55,3.53,-1.65
2024-09-23,6119,3.53,-1.65
2024-01-12,258,3.53,-1.65
2024-11-23,2898,3.53,-1.65
2022-10-02,4823,3.53,-1.65
2023-11-29,652,3.53,-1.65
2023-10-16,4538,3.53,-1.65
2023-08-17,6170,3.53,-1.65
2024-12-20,6450,3.53,-1.65
2022-10-27,1054,3.53,-1.65
2024-03-03,1166,3.53,-1.65
2022-08-16,2063,3.53,-1.65
2024-08-25,3265,3.53,-1.65
2023-09-04,1809,3.53,-1.65
2022-04-14,5960,3.53,-1.65
2022-12-02,2655,3.53,-1.65
2022-05-14,1370,3.53,-1.65
2023-06-10,3123,3.53,-1.65
2023-12-30,5842,3.53,-1.65
2022-12-14,1139,3.53,-1.65
2023-06-02,5646,3.53,-1.65
2024-07-21,716,3.53,-1.65
2024-04-21,1973,3.53,-1.65
2024-06-21,4017,3.53,-1.65
2022-03-16,3892,3.53,-1.65
2022-01-09,3374,3.53,-1.65
2023-01-24,2374,3.53,-1.65
2022-08-07,1463,3.53,-1.65
2022-09-12,5939,3.53,-1.65
2022-04-16,2161,3.53,-1.65
2024-12-06,3093,3.53,-1.65
2022-02-09,506,3.53,-1.65
2024-02-08,2646,3.53,-1.65
2024-08-23,3538,3.53,-1.65
2022-11-10,269,3.53,-1.65
2024-10-16,3239,3.53,-1.65
2022-02-15,6274,3.53,-1.65
2023-08-04,4824,3.53,-1.65
2023-01-18,2017,3.53,-1.65
2023-02-09,6485,3.53,-1.65
2024-10-03,1691,3.53,-1.65
2023-11-12,2916,3.53,-1.65
2022-11-09,2791,3.53,-1.65
2022-08-15,3667,3.53,-1.65
2024-12-07,2431,3.53,-1.65
2023-08-26,3628,3.53,-1.65
2023-12-12,5716,3.53,-1.65
2022-09-29,3865,3.53,-1.65
2023-03-14,3024,3.53,-1.65
2023-09-29,6238,3.53,-1.65
2024-06-11,1698,3.53,-1.65
2023-11-29,377,3.53,-1.65
2024-03-05,1063,3.53,-1.65
2024-03-02,2286,3.53,-1.65
2022-07-17,3187,3.53,-1.65
2022-06-11,4181,3.53,-1.65
2022-10-04,6029,3.53,-1.65
2024-09-01,5258,3.53,-1.65
2022-06-07,203,3.53,-1.65
2022-02-10,5696,3.53,-1.65
2024-10-12,1253,3.53,-1.65
2023-02-25,1697,3.53,-1.65
2024-11-04,4274,3.53,-1.65
2022-01-18,6107,3.53,-1.65
2023-06-06,5610,3.53,-1.65
2023-08-02,6182,3.53,-1.65
2024-02-05,382,3.53,-1.65
2024-12-21,5535,3.53,-1.65
2024-06-25,2010,3.53,-1.65
2022-07-11,5071,3.53,-1.65
2023-01-20,380,3.53,-1.65
2022-09-22,6355,3.53,-1.65
2023-12-17,682,3.53,-1.65
2022-01-14,108,3.53,-1.65
2022-01-06,6439,3.53,-1.65
2022-07-24,2162,3.53,-1.65
2024-02-26,3720,3.53,-1.65
2023-10-18,73,3.53,-1.65
2022-10-12,2686,3.53,-1.65
2023-09-01,6462,3.53,-1.65
2023-05-12,1197,3.53,-1.65
2024-10-13,3674,3.53,-1.65
2023-07-12,4420,3.53,-1.65
2022-06-15,3186,3.53,-1.65
2024-06-10,814,3.53,-1.65
2022-02-09,307,3.53,-1.65
2022-09-10,359,3.53,-1.65
2022-04-29,6240,3.53,-1.65
2024-11-29,165,3.53,-1.65
2024-11-20,5481,3.53,-1.65
2022-12-01,6385,3.53,-1.65
2023-06-20,6141,3.53,-1.65
2022-07-20,1823,3.53,-1.65
2024-12-26,2976,3.53,-1.65
2024-05-12,5538,3.53,-1.65
2024-07-11,547,3.53,-1.65
2022-04-15,3277,3.53,-1.65
2023-08-16,3721,3.53,-1.65
2023-08-09,3260,3.53,-1.65
2023-09-06,3815,3.53,-1.65
2023-01-14,5239,3.53,-1.65
2023-11-06,1236,3.53,-1.65
2023-11-21,2758,3.53,-1.65
2022-12-14,4500,3.53,-1.65
2024-03-11,6321,3.53,-1.65
2024-11-03,3478,3.53,-1.65
2023-04-24,2675,3.53,-1.65
2023-01-19,2711,3.53,-1.65
2022-05-11,6352,3.53,-1.65
2023-08-30,4983,3.53,-1.65
2023-11-03,4059,3.53,-1.65
2022-03-01,1497,3.53,-1.65
2024-06-30,1133,3.53,-1.65
2024-09-03,6243,3.53,-1.65
2024-04-30,4089,3.53,-1.65
2024-09-26,6327,3.53,-1.65
2024-08-17,2968,3.53,-1.65
2023-03-27,546,3.53,-1.65
2023-11-24,1418,3.53,-1.65
2022-12-11,995,3.53,-1.65
2022-08-26,1752,3.53,-1.65
2024-03-16,3726,3.53,-1.65
2024-11-16,2658,3.53,-1.65
2023-03-22,485,3.53,-1.65
2024-11-15,6316,3.53,-1.65
2024-10-12,2727,3.53,-1.65
2022-11-14,5726,3.53,-1.65
2024-08-31,2346,3.53,-1.65
2022-05-15,2154,3.53,-1.65
2024-08-04,1070,3.53,-1.65
2024-11-06,2209,3.53,-1.65
2023-04-09,5772,3.53,-1.65
2022-11-22,2545,3.53,-1.65
2023-05-01,528,3.53,-1.65
2023-04-21,1591,3.53,-1.65
2022-04-17,444,3.53,-1.65
2022-05-02,4049,3.53,-1.65
2022-08-14,42,3.53,-1.65
2024-11-14,2630,3.53,-1.65
2022-02-24,2268,3.53,-1.65
2024-04-01,4101,3.53,-1.65
2024-11-24,1033,3.53,-1.65
2023-02-25,3777,3.53,-1.65
2023-05-09,2096,3.53,-1.65
2023-04-27,3523,3.53,-1.65
2022-12-16,3870,3.53,-1.65
2023-01-20,5865,3.53,-1.65
2023-11-28,4729,3.53,-1.65
2024-07-13,1193,3.53,-1.65
2022-08-31,2494,3.53,-1.65
2024-04-30,2816,3.53,-1.65
2022-05-30,3857,3.53,-1.65
2023-06-12,1220,3.53,-1.65
2023-01-15,2913,3.53,-1.65
2022-02-14,1903,3.53,-1.65
2023-12-07,2617,3.53,-1.65
2023-10-22,4328,3.53,-1.65
2023-04-21,3550,3.53,-1.65
2022-10-03,1197,3.53,-1.65
2022-04-01,2425,3.53,-1.65
2024-05-20,313,3.53,-1.65
2023-11-07,746,3.53,-1.65
2023-08-30,1239,3.53,-1.65
2022-06-18,5329,3.53,-1.65
2024-09-14,2987,3.53,-1.65
2024-09-27,107,3.53,-1.65
2022-11-27,4160,3.53,-1.65
2023-06-29,2660,3.53,-1.65
2023-03-05,4001,3.53,-1.65
2023-01-17,2402,3.53,-1.65
2023-01-26,4194,3.53,-1.65
2024-04-05,2626,3.53,-1.65
2022-01-04,5455,3.53,-1.65
2022-11-16,5462,3.53,-1.65
2024-06-27,671,3.53,-1.65
2024-08-26,3859,3.53,-1.65
2023-07-20,5794,3.53,-1.65
2023-11-22,2271,3.53,-1.65
2023-11-26,3749,3.53,-1.65
2024-11-28,2005,3.53,-1.65
2022-10-08,571,3.53,-1.65
2023-11-17,2998,3.53,-1.65
2022-05-31,3360,3.53,-1.65
2023-06-25,2388,3.53,-1.65
2024-01-10,3494,3.53,-1.65
2024-07-09,5678,3.53,-1.65
2024-01-26,2181,3.53,-1.65
2024-06-27,1659,3.53,-1.65
2024-06-21,6418,3.53,-1.65
2024-02-27,838,3.53,-1.65
2022-05-15,5322,3.53,-1.65
2024-12-26,4939,3.53,-1.65
2023-09-03,1882,3.53,-1.65
2023-09-07,2804,3.53,-1.65
2022-07-08,506,3.53,-1.65
2023-07-08,2370,3.53,-1.65
2023-10-07,5361,3.53,-1.65
2024-03-29,1153,3.53,-1.65
2023-07-01,4606,3.53,-1.65
2024-04-04,418,3.53,-1.65
2022-09-09,684,3.53,-1.65
2023-03-18,6026,3.53,-1.65
2022-07-19,4265,3.53,-1.65
2024-12-08,4776,3.53,-1.65
2024-11-10,642,3.53,-1.65
2024-07-20,5187,3.53,-1.65
2023-06-16,4895,3.53,-1.65
2022-06-22,6431,3.53,-1.65
2024-01-12,3895,3.53,-1.65
2023-03-06,1493,3.53,-1.65
2024-11-03,3291,3.53,-1.65
2024-07-03,1430,3.53,-1.65
2023-11-22,4114,3.53,-1.65
2023-04-23,5865,3.53,-1.65
2023-11-29,1478,3.53,-1.65
2022-08-23,1232,3.53,-1.65
2022-01-03,4014,3.53,-1.65
2022-01-21,6204,3.53,-1.65
2023-05-30,505,3.53,-1.65
2022-06-14,5536,3.53,-1.65
2022-01-17,5762,3.53,-1.65
2024-07-06,504,3.53,-1.65
2024-03-22,4737,3.53,-1.65
2023-07-17,1185,3.53,-1.65
2023-10-10,851,3.53,-1.65
2023-11-13,1502,3.53,-1.65
2022-04-24,1693,3.53,-1.65
2023-06-10,5003,3.53,-1.65
2023-10-19,1487,3.53,-1.65
2024-01-31,859,3.53,-1.65
2023-06-13,1276,3.53,-1.65
2022-12-16,3363,3.53,-1.65
2023-06-02,1563,3.53,-1.65
2023-12-24,5718,3.53,-1.65
2023-06-22,3228,3.53,-1.65
2023-11-01,5431,3.53,-1.65
2024-03-28,5594,3.53,-1.65
2024-03-01,3637,3.53,-1.65
2024-05-29,678,3.53,-1.65
2023-06-07,3607,3.53,-1.65
2022-09-30,3293,3.53,-1.65
2023-04-06,6446,3.53,-1.65
2022-03-24,5096,3.53,-1.65
2022-07-18,1887,3.53,-1.65
2022-03-09,4637,3.53,-1.65
2022-03-13,4571,3.53,-1.65
2022-11-12,1280,3.53,-1.65
2023-10-11,3756,3.53,-1.65
2024-08-03,2386,3.53,-1.65
2024-02-16,3404,3.53,-1.65
2022-06-23,6353,3.53,-1.65
2024-03-13,5933,3.53,-1.65
2024-11-16,3133,3.53,-1.65
2023-07-03,72,3.53,-1.65
2023-02-15,2888,3.53,-1.65
2022-11-16,3829,3.53,-1.65
2022-06-11,2760,3.53,-1.65
2024-08-25,2462,3.53,-1.65
2024-07-19,4340,3.53,-1.65
2022-01-17,436,3.53,-1.65
2023-08-22,4580,3.53,-1.65
2024-08-25,3110,3.53,-1.65
2023-03-04,1982,3.53,-1.65
2022-01-12,5734,3.53,-1.65
2024-06-01,2244,3.53,-1.65
2024-02-19,1818,3.53,-1.65
2022-01-22,5026,3.53,-1.65
2022-07-28,2021,3.53,-1.65
2023-04-26,5643,3.53,-1.65
2023-08-24,2819,3.53,-1.65
2023-07-22,2868,3.53,-1.65
2023-02-03,2049,3.53,-1.65
2022-12-27,4095,3.53,-1.65
2024-04-27,751,3.53,-1.65
2023-11-01,2478,3.53,-1.65
2022-11-25,3327,3.53,-1.65
2023-02-21,2694,3.53,-1.65
2023-04-28,342,3.53,-1.65
2022-02-17,4299,3.53,-1.65
2023-04-01,1208,3.53,-1.65
2022-04-18,794,3.53,-1.65
2024-06-07,445,3.53,-1.65
2024-07-23,1514,3.53,-1.65
2024-10-12,2519,3.53,-1.65
2023-09-06,3942,3.53,-1.65
2023-03-01,4422,3.53,-1.65
2024-03-24,3366,3.53,-1.65
2024-08-10,1119,3.53,-1.65
2024-01-12,22,3.53,-1.65
2022-05-15,2179,3.53,-1.65
2023-11-18,1720,3.53,-1.65
2023-01-12,26,3.53,-1.65
2023-12-14,6466,3.53,-1.65
2024-07-12,3094,3.53,-1.65
2023-12-17,2873,3.53,-1.65
2023-01-17,540,3.53,-1.65
2024-12-06,5775,3.53,-1.65
2023-12-21,4733,3.53,-1.65
2024-05-01,480,3.53,-1.65
2023-09-28,1045,3.53,-1.65
2022-05-25,1305,3.53,-1.65
2022-01-10,4309,3.53,-1.65
2023-02-18,979,3.53,-1.65
2024-09-18,3980,3.53,-1.65
2023-08-28,1098,3.53,-1.65
2024-08-30,1894,3.53,-1.65
2022-06-28,814,3.53,-1.65
2023-12-14,89,3.53,-1.65
2022-04-26,3965,3.53,-1.65
2022-10-06,2810,3.53,-1.65
2022-11-11,1787,3.53,-1.65
2022-03-09,528,3.53,-1.65
2022-05-19,4845,3.53,-1.65
2024-01-07,2623,3.53,-1.65
2023-09-16,3239,3.53,-1.65
2024-11-09,5404,3.53,-1.65
2024-03-11,244,3.53,-1.65
2022-01-13,1081,3.53,-1.65
2024-02-20,2946,3.53,-1.65
2023-05-27,5197,3.53,-1.65
2022-09-18,3893,3.53,-1.65
2023-11-05,609,3.53,-1.65
2022-08-28,2946,3.53,-1.65
2022-05-31,5578,3.53,-1.65
2023-07-15,110,3.53,-1.65
2024-08-28,5732,3.53,-1.65
2022-11-07,3273,3.53,-1.65
2022-04-02,6100,3.53,-1.65
2022-03-20,792,3.53,-1.65
2022-03-26,1767,3.53,-1.65
2022-07-05,6347,3.53,-1.65
2023-02-28,1162,3.53,-1.65
2024-05-21,4120,3.53,-1.65
2022-09-20,1423,3.53,-1.65
2024-05-04,3415,3.53,-1.65
2023-07-22,2181,3.53,-1.65
2024-09-19,938,3.53,-1.65
2022-11-29,5237,3.53,-1.65
2023-09-26,4879,3.53,-1.65
2023-09-22,4161,3.53,-1.65
2022-10-06,258,3.53,-1.65
2022-08-07,1432,3.53,-1.65
2024-11-10,6412,3.53,-1.65
2023-01-16,2212,3.53,-1.65
2022-03-24,2571,3.53,-1.65
2023-07-21,3372,3.53,-1.65
2022-02-19,2537,3.53,-1.65
2024-11-07,4708,3.53,-1.65
2023-09-06,5631,3.53,-1.65
2023-05-18,1571,3.53,-1.65
2023-09-21,575,3.53,-1.65
2023-11-04,160,3.53,-1.65
2024-11-14,4596,3.53,-1.65
2023-03-15,5046,3.53,-1.65
2024-05-04,2346,3.53,-1.65
2023-04-21,5336,3.53,-1.65
2024-02-27,3803,3.53,-1.65
2023-05-26,4694,3.53,-1.65
2022-05-29,4345,3.53,-1.65
2024-03-16,444,3.53,-1.65
2022-11-08,4708,3.53,-1.65
2022-07-14,5936,3.53,-1.65
2022-12-08,3199,3.53,-1.65
2022-11-02,4622,3.53,-1.65
2024-12-28,3411,3.53,-1.65
2024-07-17,1852,3.53,-1.65
2024-02-22,6273,3.53,-1.65
2024-01-21,1128,3.53,-1.65
2023-01-21,389,3.53,-1.65
2024-04-03,5390,3.53,-1.65
2023-11-07,5595,3.53,-1.65
2024-06-20,6146,3.53,-1.65
2024-01-16,3094,3.53,-1.65
2023-05-22,2365,3.53,-1.65
2023-01-19,4382,3.53,-1.65
2022-03-04,5515,3.53,-1.65
2024-11-30,1167,3.53,-1.65
2023-08-05,6437,3.53,-1.65
2024-04-10,4711,3.53,-1.65
2024-05-24,5200,3.53,-1.65
2024-12-21,3388,3.53,-1.65
2022-10-17,3835,3.53,-1.65
2023-10-27,385,3.53,-1.65
2022-04-02,5203,3.53,-1.65
2022-06-23,6398,3.53,-1.65
2024-09-28,1392,3.53,-1.65
2023-10-15,5257,3.53,-1.65
2023-02-27,2933,3.53,-1.65
2023-09-28,6281,3.53,-1.65
2022-11-05,1314,3.53,-1.65
2023-03-11,653,3.53,-1.65
2024-12-21,5051,3.53,-1.65
2023-10-07,3573,3.53,-1.65
2022-11-13,3406,3.53,-1.65
2023-05-06,3608,3.53,-1.65
2022-02-07,1774,3.53,-1.65
2023-10-12,1216,3.53,-1.65
2023-03-25,6415,3.53,-1.65
2022-09-21,4433,3.53,-1.65
2024-05-03,3569,3.53,-1.65
2023-01-06,2197,3.53,-1.65
2022-07-05,3774,3.53,-1.65
2024-04-26,5315,3.53,-1.65
2022-10-13,4545,3.53,-1.65
2024-11-07,6094,3.53,-1.65
2022-03-11,2141,3.53,-1.65
2024-06-04,4398,3.53,-1.65
2022-05-20,2823,3.53,-1.65
2022-04-27,2536,3.53,-1.65
2022-12-25,2897,3.53,-1.65
