NAVDate,FundID,NAV,AUM
2022-10-27,587,197.3302,41543863.29
2024-03-07,664,197.3302,41543863.29
2023-06-17,4195,197.3302,41543863.29
2022-10-19,486,197.3302,41543863.29
2022-05-11,4376,197.3302,41543863.29
2024-08-10,6438,197.3302,41543863.29
2022-02-10,1886,197.3302,41543863.29
2024-01-11,490,197.3302,41543863.29
2023-08-27,2211,197.3302,41543863.29
2023-03-10,3605,197.3302,41543863.29
2024-11-03,6006,197.3302,41543863.29
2024-07-07,756,197.3302,41543863.29
2024-04-13,5777,197.3302,41543863.29
2024-01-03,1524,197.3302,41543863.29
2024-03-21,2648,197.3302,41543863.29
2023-03-08,1472,197.3302,41543863.29
2024-09-11,5915,197.3302,41543863.29
2022-10-13,2398,197.3302,41543863.29
2022-10-25,4217,197.3302,41543863.29
2023-05-14,5443,197.3302,41543863.29
2024-11-13,3356,197.3302,41543863.29
2022-07-28,5173,197.3302,41543863.29
2022-11-11,3006,197.3302,41543863.29
2022-07-12,2966,197.3302,41543863.29
2023-07-20,274,197.3302,41543863.29
2022-08-22,5154,197.3302,41543863.29
2024-06-12,4746,197.3302,41543863.29
2022-12-01,6182,197.3302,41543863.29
2024-10-04,3541,197.3302,41543863.29
2023-06-07,3002,197.3302,41543863.29
2024-07-26,4030,197.3302,41543863.29
2022-09-01,6049,197.3302,41543863.29
2023-11-26,3480,197.3302,41543863.29
2023-03-01,525,197.3302,41543863.29
2022-08-17,6311,197.3302,41543863.29
2023-10-05,3313,197.3302,41543863.29
2022-11-12,2411,197.3302,41543863.29
2022-05-20,1239,197.3302,41543863.29
2022-02-08,1695,197.3302,41543863.29
2023-05-27,2792,197.3302,41543863.29
2022-01-16,5770,197.3302,41543863.29
2024-06-02,6081,197.3302,41543863.29
2024-07-12,6402,197.3302,41543863.29
2022-09-09,5762,197.3302,41543863.29
2024-04-28,4889,197.3302,41543863.29
2022-09-09,144,197.3302,41543863.29
2023-10-31,1151,197.3302,41543863.29
2022-03-23,3668,197.3302,41543863.29
2023-12-04,1233,197.3302,41543863.29
2024-06-15,1926,197.3302,41543863.29
2024-03-06,3142,197.3302,41543863.29
2022-02-15,3585,197.3302,41543863.29
2023-05-30,6189,197.3302,41543863.29
2022-05-22,3032,197.3302,41543863.29
2023-11-10,1386,197.3302,41543863.29
2023-06-21,5390,197.3302,41543863.29
2024-09-06,1051,197.3302,41543863.29
2022-05-02,1006,197.3302,41543863.29
2024-01-13,3277,197.3302,41543863.29
2024-06-25,423,197.3302,41543863.29
2023-08-01,2638,197.3302,41543863.29
2022-02-08,3200,197.3302,41543863.29
2022-08-19,2264,197.3302,41543863.29
2023-01-12,3337,197.3302,41543863.29
2023-08-09,4118,197.3302,41543863.29
2023-01-10,694,197.3302,41543863.29
2023-05-08,4745,197.3302,41543863.29
2024-10-01,4721,197.3302,41543863.29
2022-06-13,3247,197.3302,41543863.29
2023-06-16,1114,197.3302,41543863.29
2022-05-01,3012,197.3302,41543863.29
2023-09-09,4177,197.3302,41543863.29
2022-03-16,477,197.3302,41543863.29
2022-11-20,5485,197.3302,41543863.29
2022-11-02,226,197.3302,41543863.29
2024-04-03,5833,197.3302,41543863.29
2024-11-06,2827,197.3302,41543863.29
2024-03-10,6222,197.3302,41543863.29
2024-09-10,4956,197.3302,41543863.29
2022-09-24,1130,197.3302,41543863.29
2022-05-26,5413,197.3302,41543863.29
2023-06-26,1468,197.3302,41543863.29
2022-12-29,1724,197.3302,41543863.29
2022-03-03,59,197.3302,41543863.29
2023-01-26,4947,197.3302,41543863.29
2024-06-19,3710,197.3302,41543863.29
2024-04-17,1832,197.3302,41543863.29
2022-05-22,190,197.3302,41543863.29
2024-04-30,4209,197.3302,41543863.29
2022-04-13,1098,197.3302,41543863.29
2024-11-01,2724,197.3302,41543863.29
2023-01-18,3773,197.3302,41543863.29
2024-10-05,2128,197.3302,41543863.29
2024-10-12,271,197.3302,41543863.29
2024-12-09,1618,197.3302,41543863.29
2024-05-25,4614,197.3302,41543863.29
2024-04-26,2543,197.3302,41543863.29
2023-06-04,3626,197.3302,41543863.29
2023-09-18,3519,197.3302,41543863.29
2023-10-19,4461,197.3302,41543863.29
2024-03-07,5207,197.3302,41543863.29
2023-02-11,605,197.3302,41543863.29
2024-12-21,4463,197.3302,41543863.29
2023-10-02,1775,197.3302,41543863.29
2022-03-20,2519,197.3302,41543863.29
2022-05-20,2079,197.3302,41543863.29
2023-07-14,3419,197.3302,41543863.29
2023-02-21,5411,197.3302,41543863.29
2023-04-28,5626,197.3302,41543863.29
2022-08-03,539,197.3302,41543863.29
2024-10-03,1817,197.3302,41543863.29
2023-12-18,6469,197.3302,41543863.29
2022-04-24,6475,197.3302,41543863.29
2022-06-27,5752,197.3302,41543863.29
2024-06-11,4841,197.3302,41543863.29
2022-09-25,4048,197.3302,41543863.29
2024-03-04,3689,197.3302,41543863.29
2022-12-17,2095,197.3302,41543863.29
2022-04-23,2872,197.3302,41543863.29
2023-07-31,4774,197.3302,41543863.29
2023-05-30,5018,197.3302,41543863.29
2024-06-09,1820,197.3302,41543863.29
2024-02-05,3542,197.3302,41543863.29
2024-08-26,1863,197.3302,41543863.29
2022-01-17,2689,197.3302,41543863.29
2023-12-12,1449,197.3302,41543863.29
2024-06-22,2677,197.3302,41543863.29
2024-07-02,6349,197.3302,41543863.29
2022-11-18,2513,197.3302,41543863.29
2022-05-10,4969,197.3302,41543863.29
2023-03-20,341,197.3302,41543863.29
2023-09-28,5969,197.3302,41543863.29
2023-01-22,1620,197.3302,41543863.29
2022-08-09,4830,197.3302,41543863.29
2022-04-23,3227,197.3302,41543863.29
2024-11-19,5083,197.3302,41543863.29
2023-04-10,1324,197.3302,41543863.29
2023-03-22,3497,197.3302,41543863.29
2024-07-31,4585,197.3302,41543863.29
2024-09-03,4001,197.3302,41543863.29
2024-02-24,2827,197.3302,41543863.29
2024-04-10,392,197.3302,41543863.29
2023-09-29,739,197.3302,41543863.29
2024-07-26,5312,197.3302,41543863.29
2022-06-25,314,197.3302,41543863.29
2023-07-28,3644,197.3302,41543863.29
2022-04-25,5150,197.3302,41543863.29
2024-01-13,3045,197.3302,41543863.29
2023-11-26,2100,197.3302,41543863.29
2022-08-17,5884,197.3302,41543863.29
2022-06-15,1923,197.3302,41543863.29
2022-11-21,5184,197.3302,41543863.29
2024-11-28,5737,197.3302,41543863.29
2023-02-17,4070,197.3302,41543863.29
2023-05-27,452,197.3302,41543863.29
2024-04-25,2372,197.3302,41543863.29
2023-10-31,1352,197.3302,41543863.29
2022-04-19,2724,197.3302,41543863.29
2024-05-20,2,197.3302,41543863.29
2024-12-19,1455,197.3302,41543863.29
2023-05-05,4447,197.3302,41543863.29
2022-09-09,4283,197.3302,41543863.29
2022-07-13,5130,197.3302,41543863.29
2022-01-04,3056,197.3302,41543863.29
2023-06-16,2970,197.3302,41543863.29
2023-12-23,3842,197.3302,41543863.29
2023-07-21,1294,197.3302,41543863.29
2024-12-06,2878,197.3302,41543863.29
2023-08-21,3602,197.3302,41543863.29
2022-11-22,3419,197.3302,41543863.29
2024-06-28,5513,197.3302,41543863.29
2024-03-10,2620,197.3302,41543863.29
2023-01-13,3125,197.3302,41543863.29
2023-11-13,5472,197.3302,41543863.29
2024-07-24,5115,197.3302,41543863.29
2023-02-08,1675,197.3302,41543863.29
2024-03-23,3006,197.3302,41543863.29
2022-08-30,3681,197.3302,41543863.29
2024-06-03,5612,197.3302,41543863.29
2023-05-05,3980,197.3302,41543863.29
2023-01-21,1487,197.3302,41543863.29
2024-08-09,3006,197.3302,41543863.29
2023-10-18,3200,197.3302,41543863.29
2024-12-04,5845,197.3302,41543863.29
2022-06-18,240,197.3302,41543863.29
2022-10-27,1542,197.3302,41543863.29
2022-08-01,3814,197.3302,41543863.29
2022-10-08,1810,197.3302,41543863.29
2024-10-07,6230,197.3302,41543863.29
2023-03-25,3808,197.3302,41543863.29
2024-04-26,63,197.3302,41543863.29
2022-07-10,4389,197.3302,41543863.29
2022-12-21,1479,197.3302,41543863.29
2024-06-20,2355,197.3302,41543863.29
2022-06-06,532,197.3302,41543863.29
2024-07-10,2253,197.3302,41543863.29
2022-12-29,1725,197.3302,41543863.29
2023-04-09,1444,197.3302,41543863.29
2023-02-17,6301,197.3302,41543863.29
2024-03-24,5419,197.3302,41543863.29
2022-07-11,4716,197.3302,41543863.29
2023-03-15,5504,197.3302,41543863.29
2023-10-19,5698,197.3302,41543863.29
2023-12-13,6252,197.3302,41543863.29
2022-05-15,413,197.3302,41543863.29
2023-08-08,3347,197.3302,41543863.29
2024-02-10,3234,197.3302,41543863.29
2023-03-14,5256,197.3302,41543863.29
2024-02-16,4603,197.3302,41543863.29
2024-12-09,1504,197.3302,41543863.29
2022-03-12,205,197.3302,41543863.29
2024-10-28,6290,197.3302,41543863.29
2022-03-16,3332,197.3302,41543863.29
2022-06-26,6034,197.3302,41543863.29
2024-10-10,6392,197.3302,41543863.29
2022-03-19,4975,197.3302,41543863.29
2024-03-18,1230,197.3302,41543863.29
2023-02-24,4335,197.3302,41543863.29
2022-06-11,4606,197.3302,41543863.29
2022-11-26,4656,197.3302,41543863.29
2024-06-11,1555,197.3302,41543863.29
2022-03-08,4760,197.3302,41543863.29
2024-04-27,6449,197.3302,41543863.29
2022-08-30,3704,197.3302,41543863.29
2024-05-21,400,197.3302,41543863.29
2022-11-18,1590,197.3302,41543863.29
2023-09-10,3905,197.3302,41543863.29
2022-11-06,5165,197.3302,41543863.29
2024-02-04,3343,197.3302,41543863.29
2024-04-27,2569,197.3302,41543863.29
2023-10-12,682,197.3302,41543863.29
2024-09-04,3154,197.3302,41543863.29
2022-01-14,2820,197.3302,41543863.29
2022-02-20,2986,197.3302,41543863.29
2024-06-15,2742,197.3302,41543863.29
2023-04-27,4794,197.3302,41543863.29
2023-06-18,6390,197.3302,41543863.29
2023-07-02,249,197.3302,41543863.29
2022-08-26,4224,197.3302,41543863.29
2023-04-22,6341,197.3302,41543863.29
2022-03-03,1927,197.3302,41543863.29
2024-01-05,3634,197.3302,41543863.29
2024-06-24,194,197.3302,41543863.29
2022-07-27,1987,197.3302,41543863.29
2022-02-04,4993,197.3302,41543863.29
2024-09-08,1170,197.3302,41543863.29
2023-04-14,4231,197.3302,41543863.29
2024-03-04,4086,197.3302,41543863.29
2024-10-04,2488,197.3302,41543863.29
2023-08-09,1158,197.3302,41543863.29
2024-04-19,4770,197.3302,41543863.29
2022-11-16,4068,197.3302,41543863.29
2024-02-05,1067,197.3302,41543863.29
2024-05-25,3477,197.3302,41543863.29
2022-09-26,3954,197.3302,41543863.29
2023-11-21,2647,197.3302,41543863.29
2022-11-19,2044,197.3302,41543863.29
2023-05-30,2531,197.3302,41543863.29
2023-07-04,3201,197.3302,41543863.29
2022-07-14,2603,197.3302,41543863.29
2023-05-09,5307,197.3302,41543863.29
2023-07-21,4499,197.3302,41543863.29
2024-07-11,5942,197.3302,41543863.29
2023-06-12,698,197.3302,41543863.29
2023-01-23,3135,197.3302,41543863.29
2022-10-29,4318,197.3302,41543863.29
2024-03-27,2986,197.3302,41543863.29
2022-03-13,2566,197.3302,41543863.29
2024-05-07,3562,197.3302,41543863.29
2022-09-09,5814,197.3302,41543863.29
2024-01-31,5036,197.3302,41543863.29
2022-07-23,6414,197.3302,41543863.29
2024-08-24,2681,197.3302,41543863.29
2024-10-22,3943,197.3302,41543863.29
2022-06-26,5864,197.3302,41543863.29
2023-12-29,3411,197.3302,41543863.29
2023-12-25,4157,197.3302,41543863.29
2022-05-22,213,197.3302,41543863.29
2024-09-12,2145,197.3302,41543863.29
2024-11-14,3934,197.3302,41543863.29
2023-02-04,526,197.3302,41543863.29
2022-10-22,3767,197.3302,41543863.29
2024-09-16,2578,197.3302,41543863.29
2022-01-30,3588,197.3302,41543863.29
2024-01-09,932,197.3302,41543863.29
2022-10-04,4173,197.3302,41543863.29
2022-03-13,6117,197.3302,41543863.29
2023-11-14,1546,197.3302,41543863.29
2022-08-09,639,197.3302,41543863.29
2022-07-08,186,197.3302,41543863.29
2023-06-16,2620,197.3302,41543863.29
2022-10-07,3561,197.3302,41543863.29
2023-07-30,5514,197.3302,41543863.29
2024-10-13,5610,197.3302,41543863.29
2022-03-06,5484,197.3302,41543863.29
2024-05-07,5544,197.3302,41543863.29
2024-05-23,4328,197.3302,41543863.29
2024-04-22,5916,197.3302,41543863.29
2024-07-17,4802,197.3302,41543863.29
2024-07-28,5723,197.3302,41543863.29
2023-05-01,764,197.3302,41543863.29
2023-04-28,3037,197.3302,41543863.29
2024-03-10,1559,197.3302,41543863.29
2023-05-10,3532,197.3302,41543863.29
2023-05-24,6088,197.3302,41543863.29
2023-12-20,458,197.3302,41543863.29
2023-02-18,4433,197.3302,41543863.29
2024-05-31,2113,197.3302,41543863.29
2023-04-28,3180,197.3302,41543863.29
2024-05-07,2941,197.3302,41543863.29
2024-10-22,558,197.3302,41543863.29
2024-03-26,1514,197.3302,41543863.29
2023-08-02,484,197.3302,41543863.29
2023-08-05,1851,197.3302,41543863.29
2024-03-12,922,197.3302,41543863.29
2024-06-05,698,197.3302,41543863.29
2022-07-01,6489,197.3302,41543863.29
2022-12-08,354,197.3302,41543863.29
2024-02-29,3011,197.3302,41543863.29
2023-05-24,4409,197.3302,41543863.29
2024-04-15,5148,197.3302,41543863.29
2023-06-30,503,197.3302,41543863.29
2024-05-12,3357,197.3302,41543863.29
2024-03-30,781,197.3302,41543863.29
2024-10-13,3968,197.3302,41543863.29
2022-05-14,234,197.3302,41543863.29
2022-11-11,375,197.3302,41543863.29
2024-11-29,1942,197.3302,41543863.29
2023-06-12,1549,197.3302,41543863.29
2023-08-01,2687,197.3302,41543863.29
2022-06-07,3434,197.3302,41543863.29
2022-03-09,5075,197.3302,41543863.29
2023-05-31,4933,197.3302,41543863.29
2022-11-16,2629,197.3302,41543863.29
2022-04-10,2658,197.3302,41543863.29
2024-11-14,638,197.3302,41543863.29
2023-10-08,561,197.3302,41543863.29
2023-08-04,4222,197.3302,41543863.29
2022-06-20,866,197.3302,41543863.29
2024-09-13,4363,197.3302,41543863.29
2024-06-29,1014,197.3302,41543863.29
2023-04-07,1510,197.3302,41543863.29
2022-01-24,3719,197.3302,41543863.29
2023-01-10,656,197.3302,41543863.29
2022-09-06,1554,197.3302,41543863.29
2024-12-25,6342,197.3302,41543863.29
2023-05-13,242,197.3302,41543863.29
2023-03-01,2419,197.3302,41543863.29
2023-11-24,636,197.3302,41543863.29
2022-07-16,961,197.3302,41543863.29
2024-12-09,5682,197.3302,41543863.29
2022-05-16,1792,197.3302,41543863.29
2023-01-31,6246,197.3302,41543863.29
2024-01-01,5189,197.3302,41543863.29
2024-03-07,2359,197.3302,41543863.29
2023-04-24,2651,197.3302,41543863.29
2023-09-30,1517,197.3302,41543863.29
2024-09-17,1789,197.3302,41543863.29
2022-06-03,6265,197.3302,41543863.29
2024-05-28,1010,197.3302,41543863.29
2023-11-28,6421,197.3302,41543863.29
2024-03-03,6319,197.3302,41543863.29
2024-12-08,191,197.3302,41543863.29
2024-01-31,171,197.3302,41543863.29
2023-08-09,3917,197.3302,41543863.29
2023-04-29,3262,197.3302,41543863.29
2023-02-03,6355,197.3302,41543863.29
2022-02-11,3030,197.3302,41543863.29
2022-10-04,5920,197.3302,41543863.29
2022-01-27,6467,197.3302,41543863.29
2024-12-22,1481,197.3302,41543863.29
2022-06-28,1766,197.3302,41543863.29
2023-11-03,5488,197.3302,41543863.29
2023-06-08,5489,197.3302,41543863.29
2023-02-12,4762,197.3302,41543863.29
2022-06-20,6215,197.3302,41543863.29
2022-03-16,1802,197.3302,41543863.29
2024-09-16,4030,197.3302,41543863.29
2022-10-10,1925,197.3302,41543863.29
2024-09-09,4470,197.3302,41543863.29
2023-05-20,3792,197.3302,41543863.29
2022-11-08,3529,197.3302,41543863.29
2024-10-22,4914,197.3302,41543863.29
2022-11-21,894,197.3302,41543863.29
2022-12-27,4469,197.3302,41543863.29
2022-12-26,2855,197.3302,41543863.29
2022-11-17,122,197.3302,41543863.29
2024-06-18,3343,197.3302,41543863.29
2024-08-23,5565,197.3302,41543863.29
2023-03-25,5440,197.3302,41543863.29
2023-03-30,5684,197.3302,41543863.29
2023-11-03,2403,197.3302,41543863.29
2022-02-12,3352,197.3302,41543863.29
2024-08-31,996,197.3302,41543863.29
2023-08-04,936,197.3302,41543863.29
2024-07-30,123,197.3302,41543863.29
2023-01-20,2217,197.3302,41543863.29
2023-09-29,4210,197.3302,41543863.29
2022-10-19,5722,197.3302,41543863.29
2024-10-16,1125,197.3302,41543863.29
2022-03-05,4631,197.3302,41543863.29
2022-08-13,4627,197.3302,41543863.29
2022-11-26,1163,197.3302,41543863.29
2022-01-29,6195,197.3302,41543863.29
2023-08-17,3090,197.3302,41543863.29
2023-03-30,1116,197.3302,41543863.29
2023-10-04,1743,197.3302,41543863.29
2023-02-12,2080,197.3302,41543863.29
2023-07-18,975,197.3302,41543863.29
2023-05-28,5054,197.3302,41543863.29
2023-10-26,2469,197.3302,41543863.29
2023-06-24,2472,197.3302,41543863.29
2022-02-02,1715,197.3302,41543863.29
2022-08-18,4044,197.3302,41543863.29
2023-03-10,912,197.3302,41543863.29
2023-07-28,2245,197.3302,41543863.29
2022-09-13,6063,197.3302,41543863.29
2022-04-10,3461,197.3302,41543863.29
2022-12-01,1388,197.3302,41543863.29
2024-03-25,5688,197.3302,41543863.29
2023-10-08,1396,197.3302,41543863.29
2022-01-10,139,197.3302,41543863.29
2022-02-18,266,197.3302,41543863.29
2024-06-22,5243,197.3302,41543863.29
2023-02-17,613,197.3302,41543863.29
2022-04-25,1672,197.3302,41543863.29
2023-11-09,5076,197.3302,41543863.29
2022-11-07,1405,197.3302,41543863.29
2024-03-30,3685,197.3302,41543863.29
2024-10-03,5603,197.3302,41543863.29
2023-08-19,3229,197.3302,41543863.29
2022-05-26,1953,197.3302,41543863.29
2022-03-22,3931,197.3302,41543863.29
2023-05-02,1838,197.3302,41543863.29
2022-07-26,4935,197.3302,41543863.29
2023-09-05,3607,197.3302,41543863.29
2024-08-16,3506,197.3302,41543863.29
2024-08-29,3960,197.3302,41543863.29
2023-07-07,1627,197.3302,41543863.29
2023-02-02,4522,197.3302,41543863.29
2023-07-15,2955,197.3302,41543863.29
2022-11-08,5365,197.3302,41543863.29
2024-04-05,1353,197.3302,41543863.29
2024-02-13,3949,197.3302,41543863.29
2022-04-22,3201,197.3302,41543863.29
2023-01-22,1452,197.3302,41543863.29
2024-05-07,3037,197.3302,41543863.29
2024-03-16,4293,197.3302,41543863.29
2024-03-03,5966,197.3302,41543863.29
2024-01-21,3880,197.3302,41543863.29
2024-10-08,1344,197.3302,41543863.29
2023-09-01,6033,197.3302,41543863.29
2022-02-06,2377,197.3302,41543863.29
2023-10-09,1139,197.3302,41543863.29
2024-01-10,4512,197.3302,41543863.29
2022-02-27,3297,197.3302,41543863.29
2022-02-04,5674,197.3302,41543863.29
2022-10-02,5383,197.3302,41543863.29
2023-07-18,5031,197.3302,41543863.29
2022-07-04,4239,197.3302,41543863.29
2024-07-10,2530,197.3302,41543863.29
2022-01-07,1412,197.3302,41543863.29
2022-05-27,3320,197.3302,41543863.29
2023-11-13,1420,197.3302,41543863.29
2023-01-27,3298,197.3302,41543863.29
2023-05-03,5180,197.3302,41543863.29
2023-09-08,1526,197.3302,41543863.29
2022-12-26,5943,197.3302,41543863.29
2023-04-09,2485,197.3302,41543863.29
2024-08-31,3029,197.3302,41543863.29
2022-06-07,2726,197.3302,41543863.29
2022-08-15,6123,197.3302,41543863.29
2023-11-11,113,197.3302,41543863.29
2024-06-16,2089,197.3302,41543863.29
2024-09-24,5760,197.3302,41543863.29
2023-01-15,732,197.3302,41543863.29
2023-08-03,4483,197.3302,41543863.29
2023-02-02,4289,197.3302,41543863.29
2022-11-02,168,197.3302,41543863.29
2022-09-18,6027,197.3302,41543863.29
2023-04-12,6004,197.3302,41543863.29
2023-09-09,2260,197.3302,41543863.29
2024-09-21,70,197.3302,41543863.29
2024-06-01,4924,197.3302,41543863.29
2024-09-27,4854,197.3302,41543863.29
2022-03-04,3243,197.3302,41543863.29
2022-09-24,5161,197.3302,41543863.29
2023-12-22,3876,197.3302,41543863.29
2023-06-27,6296,197.3302,41543863.29
2024-06-18,4409,197.3302,41543863.29
2022-08-06,1527,197.3302,41543863.29
2023-02-14,4718,197.3302,41543863.29
2024-11-01,5342,197.3302,41543863.29
2023-12-31,5246,197.3302,41543863.29
2024-12-28,4971,197.3302,41543863.29
2022-11-02,810,197.3302,41543863.29
2024-09-19,5505,197.3302,41543863.29
2022-07-28,3290,197.3302,41543863.29
2023-03-14,84,197.3302,41543863.29
2022-05-17,1489,197.3302,41543863.29
2023-08-15,2528,197.3302,41543863.29
2023-07-10,2057,197.3302,41543863.29
2024-11-03,4860,197.3302,41543863.29
2023-12-16,4703,197.3302,41543863.29
2024-12-12,2048,197.3302,41543863.29
2022-09-13,1786,197.3302,41543863.29
2022-09-03,2479,197.3302,41543863.29
2024-10-03,2986,197.3302,41543863.29
2023-10-02,5657,197.3302,41543863.29
2023-02-06,259,197.3302,41543863.29
2024-05-29,1732,197.3302,41543863.29
2022-03-19,4397,197.3302,41543863.29
2024-01-12,3818,197.3302,41543863.29
2024-05-06,4133,197.3302,41543863.29
2022-11-30,5666,197.3302,41543863.29
2022-07-17,3516,197.3302,41543863.29
2023-12-30,4042,197.3302,41543863.29
2022-10-23,4207,197.3302,41543863.29
2022-06-07,2911,197.3302,41543863.29
2024-03-01,5337,197.3302,41543863.29
2023-07-01,130,197.3302,41543863.29
2024-07-28,5449,197.3302,41543863.29
2023-02-12,3839,197.3302,41543863.29
2024-07-17,6238,197.3302,41543863.29
2023-09-26,2649,197.3302,41543863.29
2024-05-05,4575,197.3302,41543863.29
2022-12-31,1820,197.3302,41543863.29
2023-05-02,768,197.3302,41543863.29
2024-05-10,6280,197.3302,41543863.29
2024-10-16,5163,197.3302,41543863.29
2022-04-19,2085,197.3302,41543863.29
2023-09-14,2229,197.3302,41543863.29
2023-01-15,3775,197.3302,41543863.29
2024-05-19,553,197.3302,41543863.29
2024-05-28,2196,197.3302,41543863.29
2024-09-17,2232,197.3302,41543863.29
2024-11-21,4298,197.3302,41543863.29
