TradeID,TradeDate,ClientID,FundID,SecurityID,BuySell,Quantity,Price
163,2022-11-17,1294,6103,5491,Buy,5213,339.3
164,2023-03-20,4939,1608,2913,Sell,8808,339.3
165,2024-02-06,2748,5523,1992,Sell,5692,339.3
166,2023-04-03,5599,3014,3280,Buy,438,339.3
167,2023-11-19,5747,2811,2935,Sell,2489,339.3
168,2024-03-03,5345,703,4391,Buy,640,339.3
169,2024-03-23,5722,2686,2768,Buy,5023,339.3
170,2022-04-02,3586,3250,4909,Buy,1115,339.3
171,2023-10-15,2463,1265,4237,Sell,9237,339.3
172,2022-09-18,3511,633,915,Sell,54,339.3
173,2022-05-25,1059,1871,2251,Sell,2661,339.3
174,2022-08-27,2075,2343,859,Sell,9672,339.3
175,2024-12-30,4741,6303,720,Buy,4297,339.3
176,2024-06-24,3147,5526,1929,Buy,693,339.3
177,2024-07-07,947,58,4429,Buy,3864,339.3
178,2023-10-18,743,3609,147,Sell,9626,339.3
179,2022-11-04,6748,4371,5431,Buy,7764,339.3
180,2023-10-29,1396,5174,3447,Sell,3398,339.3
181,2024-02-13,2984,5122,5994,Buy,2979,339.3
182,2024-09-28,4442,1359,5777,Sell,6566,339.3
183,2022-10-07,1368,2542,958,Buy,8957,339.3
184,2024-01-25,2244,4262,2876,Buy,9314,339.3
185,2023-08-22,2258,117,2858,Sell,7181,339.3
186,2022-05-13,1655,2823,4994,Buy,5683,339.3
187,2023-12-12,3022,2391,2098,Buy,161,339.3
188,2022-03-27,3921,1602,3056,Sell,8190,339.3
189,2023-08-28,4093,3956,67,Buy,7780,339.3
190,2022-02-04,3756,289,1025,Sell,1756,339.3
191,2023-09-02,4009,338,2181,Sell,4466,339.3
192,2022-02-03,2576,5241,3425,Buy,4072,339.3
193,2023-04-23,2677,876,1623,Sell,2123,339.3
194,2023-04-11,5418,4411,2706,Buy,2121,339.3
195,2023-01-20,2452,4600,5119,Sell,6609,339.3
196,2024-12-21,4286,1291,68,Buy,9638,339.3
197,2024-12-14,5492,4236,873,Buy,8415,339.3
198,2023-01-09,107,5241,4193,Buy,1319,339.3
199,2022-08-28,4764,2037,474,Buy,2766,339.3
200,2024-03-30,6588,4353,2838,Buy,6023,339.3
201,2023-06-22,1321,795,2846,Buy,621,339.3
202,2024-05-04,1409,247,2817,Sell,9355,339.3
203,2022-02-17,6672,585,2118,Buy,6698,339.3
204,2024-03-23,3460,4545,593,Buy,8641,339.3
205,2023-05-02,5430,5681,2783,Buy,6739,339.3
206,2024-03-11,6856,2768,1331,Sell,9066,339.3
207,2024-08-17,1218,5063,4932,Buy,5832,339.3
208,2024-01-10,5870,1977,586,Sell,2837,339.3
209,2024-06-06,6808,4265,3261,Buy,7404,339.3
210,2022-02-04,4905,3664,2357,Sell,2497,339.3
211,2024-05-14,63,1328,2407,Buy,6284,339.3
212,2022-07-24,3896,682,4310,Buy,5309,339.3
213,2023-06-29,2542,2504,5620,Sell,8729,339.3
214,2024-06-23,2318,2800,3583,Sell,5617,339.3
215,2024-01-14,4021,3846,854,Sell,8924,339.3
216,2022-06-01,1196,5476,135,Buy,9684,339.3
217,2024-12-21,1707,1375,2087,Sell,9399,339.3
218,2022-06-17,1153,6435,4901,Sell,8488,339.3
219,2024-04-06,4982,2321,2111,Sell,2058,339.3
220,2022-03-01,2401,687,723,Sell,5568,339.3
221,2022-10-06,640,6430,3146,Sell,551,339.3
222,2022-11-13,6795,756,384,Sell,4062,339.3
223,2022-02-12,2196,2057,613,Sell,1561,339.3
224,2024-07-10,761,4887,4798,Buy,4273,339.3
225,2024-07-08,1244,3117,4722,Sell,9824,339.3
226,2023-05-22,6549,1164,5444,Sell,6529,339.3
227,2024-10-17,3159,6481,4009,Sell,2851,339.3
228,2023-04-18,6985,2734,1817,Sell,472,339.3
229,2022-12-26,2452,4769,156,Sell,1361,339.3
230,2024-12-08,4213,5398,2289,Sell,2174,339.3
231,2023-07-14,2550,5130,4588,Sell,3537,339.3
232,2024-01-09,3690,3418,4818,Buy,5389,339.3
233,2023-12-20,1615,5518,4848,Sell,9506,339.3
234,2022-08-14,6892,3289,1016,Buy,492,339.3
235,2023-11-24,3973,3567,4387,Sell,9093,339.3
236,2023-01-28,6318,1675,5971,Buy,3599,339.3
237,2024-04-08,1121,5523,3306,Buy,1856,339.3
238,2022-03-29,6622,5427,2004,Sell,4818,339.3
239,2022-04-09,3920,6427,167,Sell,7217,339.3
240,2023-05-01,548,2556,4065,Buy,9299,339.3
241,2024-12-30,1637,2807,1339,Buy,690,339.3
242,2023-03-04,4969,5003,5487,Buy,4963,339.3
243,2022-11-12,2609,2198,120,Buy,3909,339.3
244,2023-04-22,1446,3038,3054,Buy,5525,339.3
245,2023-07-21,3800,5568,4909,Buy,3351,339.3
246,2022-05-07,3673,5031,2067,Buy,8610,339.3
247,2023-07-05,1349,3335,688,Sell,2791,339.3
248,2023-03-01,4018,6022,5553,Sell,7614,339.3
249,2024-06-15,4977,2962,1091,Buy,2215,339.3
250,2023-01-22,1493,5535,3742,Buy,4036,339.3
251,2024-08-22,3499,3782,116,Sell,4040,339.3
252,2022-05-19,4422,5950,705,Buy,232,339.3
253,2022-05-12,2057,6461,325,Sell,6811,339.3
254,2022-06-10,3053,2222,6,Buy,6604,339.3
255,2023-02-21,5211,245,1070,Buy,3865,339.3
256,2023-07-11,705,342,4808,Sell,9432,339.3
257,2022-06-14,2334,9,189,Buy,2909,339.3
258,2024-05-01,5263,4575,1055,Sell,1074,339.3
259,2022-08-14,2464,2070,4047,Buy,4191,339.3
260,2024-01-06,4820,5941,1946,Sell,5397,339.3
261,2022-06-27,6020,277,1466,Sell,426,339.3
262,2022-11-27,951,2815,289,Sell,2209,339.3
263,2023-11-19,1826,5021,3056,Buy,6307,339.3
264,2024-08-08,4080,3157,3380,Sell,8573,339.3
265,2024-06-06,5752,4149,2919,Buy,6127,339.3
266,2023-03-27,5181,5694,3360,Sell,9110,339.3
267,2023-09-12,6438,3133,5761,Sell,5405,339.3
268,2024-06-10,2388,4771,3461,Buy,5849,339.3
269,2022-04-24,4975,4951,4502,Buy,8875,339.3
270,2024-03-19,6963,4520,1913,Sell,9833,339.3
271,2023-10-02,186,6124,2037,Sell,1273,339.3
272,2023-10-13,1255,2007,645,Buy,6439,339.3
273,2024-07-10,3609,5202,4166,Buy,2540,339.3
274,2023-07-01,5259,4667,4927,Buy,665,339.3
275,2023-09-10,882,855,1774,Buy,4793,339.3
276,2024-02-21,776,769,5822,Buy,7570,339.3
277,2023-02-25,4898,1523,1832,Sell,6847,339.3
278,2024-08-29,3948,3244,3174,Buy,2460,339.3
279,2022-06-23,4758,6202,3817,Buy,7339,339.3
280,2023-08-03,4286,3284,4527,Buy,9799,339.3
281,2023-07-06,1608,2230,5432,Sell,609,339.3
282,2023-04-19,353,3792,1820,Sell,6297,339.3
283,2022-06-22,2087,5913,56,Buy,8232,339.3
284,2023-09-16,1097,5030,5121,Sell,4929,339.3
285,2022-10-06,4118,409,1844,Buy,1744,339.3
286,2022-08-04,713,4582,5330,Buy,6965,339.3
287,2023-05-25,31,4103,62,Sell,459,339.3
288,2023-08-18,3362,430,3815,Sell,6781,339.3
289,2022-04-14,2884,1360,4204,Sell,3873,339.3
290,2024-09-17,3950,2678,4266,Buy,5383,339.3
291,2024-12-10,3150,3619,175,Sell,4501,339.3
292,2024-02-08,3515,5115,1142,Buy,6269,339.3
293,2023-03-05,5896,5215,3431,Buy,3708,339.3
294,2024-10-24,1461,4029,4235,Buy,2295,339.3
295,2022-11-07,5481,3073,2755,Sell,8477,339.3
296,2023-10-12,2019,3476,4868,Sell,840,339.3
297,2024-02-01,2774,5562,479,Sell,8279,339.3
298,2022-12-29,4150,3803,5771,Buy,4168,339.3
299,2022-01-30,4467,5925,3614,Buy,7350,339.3
300,2023-06-01,3654,5528,591,Buy,736,339.3
301,2023-05-08,97,1649,2639,Sell,4026,339.3
302,2022-09-28,885,3979,2746,Buy,5410,339.3
303,2022-02-17,530,6051,4768,Buy,2280,339.3
304,2022-10-08,3720,3613,5931,Sell,9774,339.3
305,2022-10-02,3719,1910,2133,Buy,5416,339.3
306,2024-12-18,5156,458,4326,Sell,2115,339.3
307,2022-06-30,6462,1944,1931,Sell,5392,339.3
308,2023-04-16,5490,6269,2912,Sell,5476,339.3
309,2023-11-10,6431,2891,1179,Sell,1183,339.3
310,2024-06-13,4746,1208,4376,Sell,4109,339.3
311,2022-04-10,3668,3604,1829,Sell,6116,339.3
312,2023-04-07,4339,4418,800,Buy,7145,339.3
313,2022-01-19,5411,5153,2613,Sell,9822,339.3
314,2023-06-20,413,1526,1153,Buy,4818,339.3
315,2022-03-31,2270,3885,2157,Buy,4197,339.3
316,2023-05-05,1055,685,2744,Sell,9727,339.3
317,2022-02-01,1889,721,5842,Sell,3731,339.3
318,2024-05-23,3704,1804,5789,Buy,1529,339.3
319,2023-02-23,872,4815,518,Sell,185,339.3
320,2024-01-14,5873,2360,971,Sell,5937,339.3
321,2024-09-28,3140,4419,3774,Sell,2238,339.3
322,2024-01-07,2833,6054,1622,Sell,8463,339.3
323,2024-08-27,1506,5973,5683,Buy,3840,339.3
324,2023-11-04,96,1763,525,Sell,6215,339.3
325,2024-10-13,225,2924,3838,Sell,9261,339.3
326,2024-09-16,1573,2091,4428,Buy,7966,339.3
327,2024-09-25,4831,3675,1641,Sell,1489,339.3
328,2023-08-04,3418,4486,4740,Buy,8829,339.3
329,2022-07-27,4319,5003,1062,Buy,1572,339.3
330,2022-01-26,5087,2276,5630,Sell,3159,339.3
331,2023-05-26,1702,223,5764,Sell,5773,339.3
332,2022-06-18,3820,5739,2993,Buy,119,339.3
333,2024-08-25,6264,2224,415,Sell,9188,339.3
334,2023-01-25,138,3293,3057,Sell,9444,339.3
335,2022-07-30,2376,4518,3498,Sell,4748,339.3
336,2024-05-04,2926,1329,434,Sell,2746,339.3
337,2024-04-13,6884,5219,3351,Sell,1829,339.3
338,2022-11-13,4691,2924,5070,Sell,6767,339.3
339,2024-04-14,4636,1842,227,Sell,6783,339.3
340,2022-11-18,3781,525,1852,Buy,2908,339.3
341,2022-08-12,2682,6275,1440,Sell,4418,339.3
342,2024-12-02,5511,4308,56,Buy,4246,339.3
343,2023-09-11,4436,1862,1623,Sell,5379,339.3
344,2024-12-21,1538,6062,290,Sell,2023,339.3
345,2024-11-02,6969,302,5801,Sell,9041,339.3
346,2024-10-01,3338,2697,3367,Sell,5286,339.3
347,2024-05-14,6226,3885,4093,Sell,4020,339.3
348,2023-08-12,866,1697,834,Buy,9016,339.3
349,2022-04-05,398,5517,4606,Sell,9039,339.3
350,2023-11-09,4810,1702,2708,Sell,2113,339.3
351,2023-11-01,2406,1857,270,Buy,8346,339.3
352,2023-06-15,2848,3374,1190,Buy,1265,339.3
353,2024-09-18,181,2521,3877,Sell,3967,339.3
354,2022-06-15,5635,1921,1829,Buy,3648,339.3
355,2024-06-12,5111,4768,4468,Sell,2044,339.3
356,2023-03-19,6704,4458,988,Buy,3628,339.3
357,2023-07-03,1160,3249,5560,Sell,1493,339.3
358,2023-03-26,5385,531,3464,Sell,3240,339.3
359,2024-04-16,203,510,3730,Buy,757,339.3
360,2024-12-01,4880,3262,575,Buy,1349,339.3
361,2024-09-05,5602,4649,3795,Sell,8442,339.3
362,2022-03-06,1880,4940,5001,Buy,9019,339.3
363,2024-09-24,6431,5654,1879,Sell,8323,339.3
364,2023-04-18,2181,3743,1054,Buy,7877,339.3
365,2022-12-02,1121,610,4438,Sell,1918,339.3
366,2023-08-29,5214,2135,2103,Buy,5816,339.3
367,2024-10-30,3959,4716,198,Buy,9456,339.3
368,2024-03-02,94,4092,5426,Buy,5121,339.3
369,2024-08-12,5415,312,2245,Buy,584,339.3
370,2022-01-21,1040,2323,5422,Sell,5494,339.3
371,2022-06-29,474,3185,5074,Sell,1238,339.3
372,2022-12-25,5580,1858,5667,Buy,7142,339.3
373,2022-05-13,211,6466,4062,Sell,2504,339.3
374,2023-11-07,6703,294,199,Sell,316,339.3
375,2023-09-19,2491,551,5218,Buy,9779,339.3
376,2024-10-07,99,4044,870,Sell,5393,339.3
377,2024-09-28,4116,2571,173,Buy,4899,339.3
378,2024-02-29,21,881,3576,Sell,5055,339.3
379,2024-09-17,5967,1117,704,Buy,3265,339.3
380,2023-07-18,6838,2717,459,Sell,5127,339.3
381,2022-03-25,561,605,1961,Sell,8053,339.3
382,2024-03-06,3344,3070,1425,Sell,3146,339.3
383,2022-06-01,5143,3048,779,Buy,7348,339.3
384,2022-10-28,108,4650,5759,Sell,4553,339.3
385,2023-01-26,4932,2050,2908,Buy,5888,339.3
386,2022-05-10,6749,4136,5763,Sell,5834,339.3
387,2023-07-07,5797,319,2954,Sell,3468,339.3
388,2022-11-26,2072,4769,792,Sell,8289,339.3
389,2022-02-12,2824,2925,5883,Sell,7488,339.3
390,2024-12-14,1772,778,2872,Buy,8969,339.3
391,2024-12-10,2501,4585,5499,Buy,4442,339.3
392,2023-11-08,1643,3088,2330,Buy,3396,339.3
393,2022-06-26,5661,264,664,Buy,2525,339.3
394,2022-05-09,2163,3119,5786,Buy,6005,339.3
395,2022-04-06,6538,2933,2887,Buy,5055,339.3
396,2023-11-20,952,686,1772,Buy,2364,339.3
397,2024-09-05,6002,1284,292,Sell,975,339.3
398,2024-03-22,2668,2476,3089,Buy,7460,339.3
399,2022-12-31,1609,604,4816,Sell,142,339.3
400,2023-05-31,3734,3601,5087,Buy,8867,339.3
401,2023-07-30,4874,4434,1810,Buy,1965,339.3
402,2024-04-01,2644,2293,4704,Buy,4979,339.3
403,2024-02-04,5524,4168,322,Buy,9432,339.3
404,2023-11-12,5723,126,1649,Buy,1589,339.3
405,2023-06-26,5109,3253,5258,Sell,2153,339.3
406,2024-12-30,3174,2565,4592,Buy,7203,339.3
407,2024-07-25,4362,3107,1422,Buy,7246,339.3
408,2022-03-26,4179,4119,1199,Sell,1555,339.3
409,2023-05-13,5033,662,2698,Buy,3156,339.3
410,2022-12-31,5840,3440,823,Buy,7530,339.3
411,2022-11-23,6092,117,220,Sell,9189,339.3
412,2023-05-07,4342,1979,5272,Buy,4674,339.3
413,2023-12-10,5381,2882,2686,Sell,4441,339.3
414,2022-07-09,811,676,758,Buy,6581,339.3
415,2023-05-17,1011,6172,1576,Sell,6155,339.3
416,2024-01-02,5827,6380,191,Sell,907,339.3
417,2024-04-13,5272,4553,5794,Sell,873,339.3
418,2022-04-15,5494,5075,2684,Buy,969,339.3
419,2023-08-14,4767,4503,1343,Buy,9358,339.3
420,2023-06-09,1851,3725,4969,Buy,8164,339.3
421,2024-05-13,1142,1518,687,Sell,6972,339.3
422,2022-10-12,4724,4297,733,Sell,2961,339.3
423,2022-05-18,707,5701,173,Sell,1257,339.3
424,2022-12-22,4031,4328,2281,Buy,4895,339.3
425,2022-03-17,6273,4894,3721,Sell,6472,339.3
426,2023-11-29,4077,1976,751,Sell,5347,339.3
427,2024-06-14,3909,5692,651,Sell,6710,339.3
428,2023-02-15,4295,3681,85,Sell,6868,339.3
429,2023-11-29,767,5013,3021,Sell,7204,339.3
430,2024-05-21,1101,880,4120,Sell,1296,339.3
431,2024-12-29,1471,3917,5859,Buy,9967,339.3
432,2023-07-11,3498,4138,5603,Buy,5492,339.3
433,2023-11-19,1695,5225,5359,Buy,9529,339.3
434,2024-07-27,6652,5936,4885,Buy,7300,339.3
435,2024-05-14,5172,3945,4356,Sell,3460,339.3
436,2022-09-01,2226,1740,3809,Sell,1871,339.3
437,2022-06-05,5901,6294,4708,Sell,5461,339.3
438,2024-07-22,1473,5631,3016,Sell,3846,339.3
439,2024-07-06,5356,760,5341,Sell,6403,339.3
440,2024-06-27,6007,4036,4341,Buy,4014,339.3
441,2022-04-03,1190,3401,2439,Sell,4155,339.3
442,2023-10-08,5671,1119,385,Sell,7477,339.3
443,2022-07-11,1889,6194,453,Sell,753,339.3
444,2022-08-19,6143,5808,1101,Sell,5642,339.3
445,2022-10-26,4394,5954,3520,Sell,8492,339.3
446,2024-08-08,4476,1463,4604,Buy,1357,339.3
447,2024-11-17,167,3019,5324,Sell,3377,339.3
448,2022-11-10,3626,2845,5749,Buy,1745,339.3
449,2023-06-11,2410,6194,497,Sell,1611,339.3
450,2023-10-26,4937,1545,1535,Buy,5653,339.3
451,2022-12-29,3526,2494,254,Sell,1148,339.3
452,2023-01-05,4600,5637,3414,Buy,6597,339.3
453,2022-03-31,5737,5127,882,Sell,4520,339.3
454,2023-06-22,2807,3109,5129,Sell,5864,339.3
455,2023-09-14,4553,1917,429,Buy,1321,339.3
456,2022-12-17,859,3318,5970,Sell,3229,339.3
457,2023-03-21,925,3571,2151,Buy,7352,339.3
458,2024-09-30,4804,4611,1936,Sell,82,339.3
459,2022-05-09,1689,5775,4537,Sell,633,339.3
460,2022-07-28,1808,595,860,Sell,8389,339.3
461,2022-02-15,2233,3953,5910,Sell,2237,339.3
462,2023-05-07,418,771,439,Sell,3239,339.3
463,2022-01-01,715,340,5922,Buy,5966,339.3
464,2024-04-16,2825,5455,3856,Buy,2637,339.3
465,2024-04-13,4891,4710,2320,Sell,5819,339.3
466,2023-04-04,5037,4494,2342,Sell,1576,339.3
467,2024-03-08,123,4,2390,Buy,2730,339.3
468,2024-06-22,3309,1928,1696,Sell,7930,339.3
469,2022-09-15,3516,675,5547,Sell,9244,339.3
470,2024-01-25,6131,4420,3945,Sell,7576,339.3
471,2022-01-14,6748,3620,1495,Buy,6475,339.3
472,2023-03-06,1451,3150,2071,Sell,6924,339.3
473,2024-03-11,61,4780,2649,Sell,5694,339.3
474,2024-05-24,5829,3779,986,Buy,7688,339.3
475,2024-03-08,2960,5625,1060,Buy,4000,339.3
476,2024-07-11,4188,5140,434,Sell,1266,339.3
477,2024-06-06,898,3912,2658,Sell,3352,339.3
478,2022-09-26,4330,3326,1641,Buy,1976,339.3
479,2023-08-08,970,3257,5486,Buy,9234,339.3
480,2022-03-28,2579,3840,900,Sell,6859,339.3
481,2022-12-17,5952,6199,3876,Buy,4923,339.3
482,2023-07-22,5114,6131,2495,Buy,8200,339.3
483,2022-08-03,788,4878,1748,Sell,5478,339.3
484,2024-03-27,6970,340,5071,Buy,9143,339.3
485,2024-01-27,1020,6158,4990,Sell,3048,339.3
486,2023-11-10,6076,1075,4175,Buy,769,339.3
487,2024-04-02,6971,1895,5581,Buy,266,339.3
488,2024-08-28,1654,4154,4156,Sell,1639,339.3
489,2023-03-24,1261,1401,2702,Sell,1893,339.3
490,2022-05-16,3763,3191,2431,Sell,7395,339.3
